instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
9085,19/01/2012,1,1,1,10,0,4,1,1,0.14,0.2121,0.59,0,10,98,108.00
9086,19/01/2012,1,1,1,11,0,4,1,1,0.16,0.1667,0.55,0.1642,6,93,99.00
9087,19/01/2012,1,1,1,12,0,4,1,1,0.2,0.197,0.51,0.194,5,106,111.00
9088,19/01/2012,1,1,1,13,0,4,1,1,0.22,0.2121,0.47,0.2836,6,118,124.00
9089,19/01/2012,1,1,1,14,0,4,1,1,0.24,0.2273,0.44,0.194,15,104,119.00
9090,19/01/2012,1,1,1,15,0,4,1,1,0.26,0.2273,0.44,0.2985,9,118,127.00
9091,19/01/2012,1,1,1,16,0,4,1,1,0.26,0.2273,0.41,0.3284,8,185,193.00
9092,19/01/2012,1,1,1,17,0,4,1,2,0.26,0.2273,0.44,0.3284,21,364,385.00
9093,19/01/2012,1,1,1,18,0,4,1,2,0.26,0.2273,0.44,0.3284,16,345,361.00
9094,19/01/2012,1,1,1,19,0,4,1,2,0.26,0.2273,0.48,0.2985,5,229,234.00
9095,19/01/2012,1,1,1,20,0,4,1,1,0.26,0.2121,0.52,0.4478,7,184,191.00
9096,19/01/2012,1,1,1,21,0,4,1,1,0.26,0.2273,0.44,0.3582,4,117,121.00
9097,19/01/2012,1,1,1,22,0,4,1,2,0.26,0.2273,0.44,0.4179,0,90,90.00
9098,19/01/2012,1,1,1,23,0,4,1,1,0.26,0.2273,0.48,0.3284,1,55,56.00
9099,20/01/2012,1,1,1,0,0,5,1,2,0.26,0.2273,0.48,0.2985,3,24,27.00
9100,20/01/2012,1,1,1,1,0,5,1,1,0.26,0.2727,0.48,0.1343,0,15,15.00
9101,20/01/2012,1,1,1,2,0,5,1,1,0.26,0.2727,0.48,0.1343,0,11,11.00
9102,20/01/2012,1,1,1,3,0,5,1,1,0.24,0.2576,0.52,0.1045,0,4,4.00
9103,20/01/2012,1,1,1,4,0,5,1,1,0.22,0.2424,0.6,0.1045,0,3,3.00
9104,20/01/2012,1,1,1,5,0,5,1,1,0.22,0.2424,0.6,0.1045,0,19,19.00
9105,20/01/2012,1,1,1,6,0,5,1,1,0.24,0.2121,0.6,0.2836,0,68,68.00
9106,20/01/2012,1,1,1,7,0,5,1,1,0.22,0.2121,0.69,0.2239,2,183,185.00
9107,20/01/2012,1,1,1,8,0,5,1,1,0.22,0.2121,0.64,0.2537,4,421,425.00
9108,20/01/2012,1,1,1,9,0,5,1,1,0.22,0.197,0.47,0.3881,21,242,263.00
9109,20/01/2012,1,1,1,10,0,5,1,2,0.22,0.2121,0.44,0.2836,1,96,97.00
9110,20/01/2012,1,1,1,11,0,5,1,2,0.2,0.1818,0.32,0.3582,6,117,123.00
9111,20/01/2012,1,1,1,12,0,5,1,2,0.2,0.1818,0.34,0.3284,5,119,124.00
9112,20/01/2012,1,1,1,13,0,5,1,1,0.22,0.2121,0.32,0.2985,12,144,156.00
9113,20/01/2012,1,1,1,14,0,5,1,2,0.22,0.2121,0.35,0.2985,8,107,115.00
9114,20/01/2012,1,1,1,15,0,5,1,2,0.22,0.2273,0.35,0.194,12,144,156.00
9115,20/01/2012,1,1,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,11,163,174.00
9116,20/01/2012,1,1,1,17,0,5,1,2,0.22,0.2576,0.32,0.0896,9,340,349.00
9117,20/01/2012,1,1,1,18,0,5,1,2,0.2,0.2273,0.34,0.0896,5,296,301.00
9118,20/01/2012,1,1,1,19,0,5,1,2,0.2,0.2273,0.37,0.1045,6,186,192.00
9119,20/01/2012,1,1,1,20,0,5,1,2,0.2,0.2273,0.34,0.0896,1,141,142.00
9120,20/01/2012,1,1,1,21,0,5,1,2,0.2,0.2273,0.37,0.0896,5,99,104.00
9121,20/01/2012,1,1,1,22,0,5,1,2,0.2,0.197,0.37,0.2239,1,71,72.00
9122,20/01/2012,1,1,1,23,0,5,1,3,0.16,0.1515,0.64,0.2239,3,35,38.00
9123,21/01/2012,1,1,1,0,0,6,0,3,0.16,0.1515,0.64,0.2239,0,24,24.00
9124,21/01/2012,1,1,1,1,0,6,0,4,0.14,0.1364,0.86,0.194,1,22,23.00
9125,21/01/2012,1,1,1,2,0,6,0,3,0.14,0.2121,0.86,0,1,25,26.00
9126,21/01/2012,1,1,1,3,0,6,0,3,0.14,0.1818,0.93,0.0896,0,13,13.00
9127,21/01/2012,1,1,1,4,0,6,0,3,0.16,0.197,0.86,0.0896,0,1,1.00
9128,21/01/2012,1,1,1,5,0,6,0,3,0.16,0.1818,0.86,0.1045,0,2,2.00
9129,21/01/2012,1,1,1,6,0,6,0,3,0.16,0.1667,0.93,0.1642,0,1,1.00
9130,21/01/2012,1,1,1,7,0,6,0,3,0.16,0.1667,0.93,0.1642,3,10,13.00
9131,21/01/2012,1,1,1,8,0,6,0,2,0.16,0.1515,0.93,0.2537,3,22,25.00
9132,21/01/2012,1,1,1,9,0,6,0,2,0.16,0.1515,0.93,0.2537,2,40,42.00
9133,21/01/2012,1,1,1,10,0,6,0,3,0.16,0.1515,0.93,0.2537,0,45,45.00
9134,21/01/2012,1,1,1,11,0,6,0,2,0.18,0.2121,0.86,0.1045,1,62,63.00
9135,21/01/2012,1,1,1,12,0,6,0,2,0.2,0.2121,0.8,0.1642,5,62,67.00
9136,21/01/2012,1,1,1,13,0,6,0,2,0.2,0.197,0.8,0.2537,10,66,76.00
9137,21/01/2012,1,1,1,14,0,6,0,3,0.2,0.197,0.8,0.194,6,89,95.00
9138,21/01/2012,1,1,1,15,0,6,0,3,0.2,0.197,0.8,0.194,6,113,119.00
9139,21/01/2012,1,1,1,16,0,6,0,2,0.2,0.1818,0.8,0.2985,5,113,118.00
9140,21/01/2012,1,1,1,17,0,6,0,2,0.2,0.1818,0.8,0.3881,7,99,106.00
9141,21/01/2012,1,1,1,18,0,6,0,2,0.2,0.1818,0.75,0.3881,3,107,110.00
9142,21/01/2012,1,1,1,19,0,6,0,2,0.18,0.1515,0.8,0.3881,0,85,85.00
9143,21/01/2012,1,1,1,20,0,6,0,2,0.18,0.1667,0.8,0.2985,5,62,67.00
9144,21/01/2012,1,1,1,21,0,6,0,1,0.18,0.1515,0.74,0.3284,5,64,69.00
9145,21/01/2012,1,1,1,22,0,6,0,2,0.18,0.1667,0.74,0.2985,3,56,59.00
9146,21/01/2012,1,1,1,23,0,6,0,2,0.16,0.1515,0.8,0.2537,1,51,52.00
9147,22/01/2012,1,1,1,0,0,0,0,1,0.16,0.1364,0.8,0.2985,1,51,52.00
9148,22/01/2012,1,1,1,1,0,0,0,2,0.18,0.1667,0.74,0.2985,1,49,50.00
9149,22/01/2012,1,1,1,2,0,0,0,2,0.18,0.1667,0.74,0.2836,1,46,47.00
9150,22/01/2012,1,1,1,3,0,0,0,2,0.18,0.1667,0.69,0.2836,1,20,21.00
9151,22/01/2012,1,1,1,4,0,0,0,3,0.16,0.1364,0.8,0.2836,1,1,2.00
9152,22/01/2012,1,1,1,5,0,0,0,3,0.16,0.1515,0.74,0.2239,1,2,3.00
9153,22/01/2012,1,1,1,6,0,0,0,2,0.16,0.1515,0.74,0.2239,0,4,4.00
9154,22/01/2012,1,1,1,7,0,0,0,2,0.16,0.1515,0.74,0.2239,2,11,13.00
9155,22/01/2012,1,1,1,8,0,0,0,2,0.16,0.1515,0.74,0.2239,3,29,32.00
9156,22/01/2012,1,1,1,9,0,0,0,2,0.16,0.1515,0.74,0.2239,9,54,63.00
9157,22/01/2012,1,1,1,10,0,0,0,2,0.16,0.1364,0.74,0.2836,9,120,129.00
9158,22/01/2012,1,1,1,11,0,0,0,3,0.16,0.1515,0.8,0.2537,18,115,133.00
9159,22/01/2012,1,1,1,12,0,0,0,2,0.16,0.1515,0.8,0.2239,24,161,185.00
9160,22/01/2012,1,1,1,13,0,0,0,2,0.16,0.1818,0.8,0.1343,24,175,199.00
9161,22/01/2012,1,1,1,14,0,0,0,2,0.16,0.1667,0.8,0.1642,19,163,182.00
9162,22/01/2012,1,1,1,15,0,0,0,2,0.16,0.1515,0.8,0.194,27,149,176.00
9163,22/01/2012,1,1,1,16,0,0,0,2,0.16,0.1515,0.8,0.194,12,143,155.00
9164,22/01/2012,1,1,1,17,0,0,0,2,0.16,0.1818,0.8,0.1045,8,100,108.00
9165,22/01/2012,1,1,1,18,0,0,0,3,0.16,0.1818,0.86,0.1045,11,110,121.00
9166,22/01/2012,1,1,1,19,0,0,0,3,0.16,0.1818,0.86,0.1045,9,80,89.00
9167,22/01/2012,1,1,1,20,0,0,0,3,0.16,0.1667,0.86,0.1642,5,69,74.00
9168,22/01/2012,1,1,1,21,0,0,0,3,0.16,0.1818,0.86,0.1045,8,36,44.00
9169,22/01/2012,1,1,1,22,0,0,0,2,0.16,0.197,0.93,0.0896,0,58,58.00
9170,22/01/2012,1,1,1,23,0,0,0,2,0.16,0.1818,0.93,0.1045,2,35,37.00
9171,23/01/2012,1,1,1,0,0,1,1,2,0.18,0.2424,0.86,0,2,17,19.00
9172,23/01/2012,1,1,1,1,0,1,1,2,0.18,0.2121,0.86,0.1045,0,4,4.00
9173,23/01/2012,1,1,1,2,0,1,1,2,0.18,0.2121,0.86,0.1045,0,2,2.00
9174,23/01/2012,1,1,1,3,0,1,1,2,0.18,0.2424,0.86,0,0,1,1.00
9175,23/01/2012,1,1,1,4,0,1,1,2,0.2,0.2576,0.8,0,0,1,1.00
9176,23/01/2012,1,1,1,5,0,1,1,2,0.2,0.2576,0.86,0,0,19,19.00
9177,23/01/2012,1,1,1,6,0,1,1,2,0.2,0.2576,0.86,0,6,36,42.00
9178,23/01/2012,1,1,1,7,0,1,1,3,0.2,0.2576,0.86,0,8,114,122.00
9179,23/01/2012,1,1,1,8,0,1,1,3,0.2,0.2121,0.86,0.1343,5,267,272.00
9180,23/01/2012,1,1,1,9,0,1,1,2,0.2,0.2273,0.86,0.0896,13,198,211.00
9181,23/01/2012,1,1,1,10,0,1,1,2,0.2,0.2576,0.93,0,10,139,149.00
9182,23/01/2012,1,1,1,11,0,1,1,2,0.2,0.2273,0.93,0.0896,5,57,62.00
9183,23/01/2012,1,1,1,12,0,1,1,2,0.22,0.2727,0.93,0,10,52,62.00
9184,23/01/2012,1,1,1,13,0,1,1,3,0.22,0.2576,0.93,0.0896,5,32,37.00
9185,23/01/2012,1,1,1,14,0,1,1,3,0.22,0.2273,0.93,0.194,13,48,61.00
9186,23/01/2012,1,1,1,15,0,1,1,2,0.22,0.2121,1,0.2239,10,64,74.00
9187,23/01/2012,1,1,1,16,0,1,1,2,0.24,0.2424,0.93,0.1642,14,108,122.00
9188,23/01/2012,1,1,1,17,0,1,1,2,0.24,0.2576,0.96,0.1045,6,270,276.00
9189,23/01/2012,1,1,1,18,0,1,1,2,0.24,0.2424,0.93,0.1343,7,275,282.00
9190,23/01/2012,1,1,1,19,0,1,1,2,0.26,0.2576,0.93,0.1642,9,211,220.00
9191,23/01/2012,1,1,1,20,0,1,1,2,0.26,0.2576,1,0.1642,8,161,169.00
9192,23/01/2012,1,1,1,21,0,1,1,2,0.26,0.2424,1,0.2836,8,112,120.00
9193,23/01/2012,1,1,1,22,0,1,1,2,0.26,0.2424,1,0.2836,4,64,68.00
9194,23/01/2012,1,1,1,23,0,1,1,2,0.28,0.2576,0.93,0.3284,2,35,37.00
9195,24/01/2012,1,1,1,0,0,2,1,2,0.3,0.2879,1,0.2836,6,19,25.00
9196,24/01/2012,1,1,1,1,0,2,1,2,0.32,0.303,0.93,0.2537,2,7,9.00
9197,24/01/2012,1,1,1,2,0,2,1,2,0.32,0.303,0.93,0.2239,2,6,8.00
9198,24/01/2012,1,1,1,3,0,2,1,2,0.32,0.3333,0.93,0.1343,0,3,3.00
9199,24/01/2012,1,1,1,4,0,2,1,2,0.3,0.3182,1,0.0896,0,2,2.00
9200,24/01/2012,1,1,1,5,0,2,1,2,0.3,0.3182,1,0.0896,0,26,26.00
9201,24/01/2012,1,1,1,6,0,2,1,2,0.32,0.3182,0.93,0.194,1,88,89.00
9202,24/01/2012,1,1,1,7,0,2,1,2,0.32,0.3333,0.93,0.1343,11,221,232.00
9203,24/01/2012,1,1,1,8,0,2,1,2,0.32,0.3333,0.93,0.1343,11,479,490.00
9204,24/01/2012,1,1,1,9,0,2,1,2,0.32,0.3333,0.87,0.0896,11,244,255.00
9205,24/01/2012,1,1,1,10,0,2,1,1,0.32,0.3333,0.93,0.0896,23,93,116.00
9206,24/01/2012,1,1,1,11,0,2,1,1,0.34,0.3333,0.87,0.1343,30,123,153.00
9207,24/01/2012,1,1,1,12,0,2,1,1,0.34,0.3333,0.87,0.1642,25,150,175.00
9208,24/01/2012,1,1,1,13,0,2,1,1,0.34,0.3333,0.87,0.1642,33,170,203.00
9209,24/01/2012,1,1,1,14,0,2,1,1,0.36,0.3485,0.81,0.2239,35,138,173.00
9210,24/01/2012,1,1,1,15,0,2,1,2,0.4,0.4091,0.71,0.1642,52,156,208.00
9211,24/01/2012,1,1,1,16,0,2,1,1,0.4,0.4091,0.71,0.1343,35,243,278.00
9212,24/01/2012,1,1,1,17,0,2,1,1,0.42,0.4242,0.67,0.0896,41,474,515.00
9213,24/01/2012,1,1,1,18,0,2,1,1,0.4,0.4091,0.62,0.0896,32,391,423.00
9214,24/01/2012,1,1,1,19,0,2,1,1,0.44,0.4394,0.51,0.0896,20,311,331.00
9215,24/01/2012,1,1,1,20,0,2,1,1,0.32,0.3485,0.76,0,18,211,229.00
9216,24/01/2012,1,1,1,21,0,2,1,1,0.36,0.3788,0.71,0,18,154,172.00
9217,24/01/2012,1,1,1,22,0,2,1,1,0.32,0.3485,0.81,0,14,111,125.00
9218,24/01/2012,1,1,1,23,0,2,1,1,0.32,0.3485,0.76,0,19,80,99.00
9219,25/01/2012,1,1,1,0,0,3,1,1,0.26,0.303,0.93,0,6,25,31.00
9220,25/01/2012,1,1,1,1,0,3,1,1,0.3,0.2879,0.7,0.2239,4,9,13.00
9221,25/01/2012,1,1,1,2,0,3,1,1,0.28,0.2727,0.7,0.194,3,3,6.00
9222,25/01/2012,1,1,1,3,0,3,1,1,0.26,0.2576,0.75,0.194,0,1,1.00
9223,25/01/2012,1,1,1,4,0,3,1,1,0.26,0.2424,0.7,0.2836,0,4,4.00
9224,25/01/2012,1,1,1,5,0,3,1,1,0.26,0.2424,0.7,0.2836,0,33,33.00
9225,25/01/2012,1,1,1,6,0,3,1,1,0.24,0.2273,0.73,0.2239,1,87,88.00
9226,25/01/2012,1,1,1,7,0,3,1,1,0.24,0.2273,0.75,0.2239,14,243,257.00
9227,25/01/2012,1,1,1,8,0,3,1,1,0.24,0.2273,0.7,0.2537,18,495,513.00
9228,25/01/2012,1,1,1,9,0,3,1,1,0.24,0.2273,0.7,0.2537,18,218,236.00
9229,25/01/2012,1,1,1,10,0,3,1,2,0.26,0.2273,0.7,0.3284,30,111,141.00
9230,25/01/2012,1,1,1,11,0,3,1,2,0.3,0.2727,0.61,0.2985,52,105,157.00
9231,25/01/2012,1,1,1,12,0,3,1,1,0.32,0.3333,0.53,0.1343,46,147,193.00
9232,25/01/2012,1,1,1,13,0,3,1,1,0.34,0.3333,0.49,0.1343,63,149,212.00
9233,25/01/2012,1,1,1,14,0,3,1,1,0.34,0.3485,0.49,0.0896,53,107,160.00
9234,25/01/2012,1,1,1,15,0,3,1,1,0.36,0.3788,0.46,0,30,125,155.00
9235,25/01/2012,1,1,1,16,0,3,1,1,0.34,0.3333,0.53,0.1642,29,217,246.00
9236,25/01/2012,1,1,1,17,0,3,1,1,0.36,0.3485,0.53,0.1642,27,443,470.00
9237,25/01/2012,1,1,1,18,0,3,1,1,0.32,0.3333,0.66,0.1343,24,415,439.00
9238,25/01/2012,1,1,1,19,0,3,1,2,0.34,0.3636,0.53,0,5,311,316.00
9239,25/01/2012,1,1,1,20,0,3,1,1,0.32,0.3182,0.61,0.194,10,225,235.00
9240,25/01/2012,1,1,1,21,0,3,1,1,0.3,0.3333,0.65,0,19,166,185.00
9241,25/01/2012,1,1,1,22,0,3,1,1,0.3,0.3182,0.65,0.0896,12,101,113.00
9242,25/01/2012,1,1,1,23,0,3,1,2,0.28,0.3182,0.65,0,3,63,66.00
9243,26/01/2012,1,1,1,0,0,4,1,2,0.28,0.2879,0.75,0.1045,3,22,25.00
9244,26/01/2012,1,1,1,1,0,4,1,2,0.28,0.3182,0.75,0,5,16,21.00
9245,26/01/2012,1,1,1,2,0,4,1,2,0.28,0.2727,0.75,0.1642,1,6,7.00
9246,26/01/2012,1,1,1,3,0,4,1,2,0.28,0.303,0.75,0.0896,1,5,6.00
9247,26/01/2012,1,1,1,4,0,4,1,1,0.28,0.3182,0.75,0,0,3,3.00
9248,26/01/2012,1,1,1,5,0,4,1,2,0.3,0.3182,0.75,0.1045,0,28,28.00
9249,26/01/2012,1,1,1,6,0,4,1,2,0.28,0.3182,0.81,0,0,88,88.00
9250,26/01/2012,1,1,1,7,0,4,1,2,0.28,0.303,0.81,0.0896,11,228,239.00
9251,26/01/2012,1,1,1,8,0,4,1,2,0.28,0.303,0.81,0.0896,16,514,530.00
9252,26/01/2012,1,1,1,9,0,4,1,2,0.3,0.3333,0.81,0,18,256,274.00
9253,26/01/2012,1,1,1,10,0,4,1,2,0.3,0.303,0.81,0.1343,16,92,108.00
9254,26/01/2012,1,1,1,11,0,4,1,2,0.3,0.3182,0.87,0.1045,11,100,111.00
9255,26/01/2012,1,1,1,12,0,4,1,2,0.34,0.3333,0.81,0.1343,29,136,165.00
9256,26/01/2012,1,1,1,13,0,4,1,2,0.38,0.3939,0.71,0,17,156,173.00
9257,26/01/2012,1,1,1,14,0,4,1,2,0.4,0.4091,0.71,0.1045,16,112,128.00
9258,26/01/2012,1,1,1,15,0,4,1,2,0.42,0.4242,0.71,0.1045,22,142,164.00
9259,26/01/2012,1,1,1,16,0,4,1,2,0.4,0.4091,0.71,0.0896,15,209,224.00
9260,26/01/2012,1,1,1,17,0,4,1,2,0.42,0.4242,0.71,0,16,397,413.00
9261,26/01/2012,1,1,1,18,0,4,1,2,0.42,0.4242,0.71,0,12,394,406.00
9262,26/01/2012,1,1,1,19,0,4,1,2,0.4,0.4091,0.76,0.1045,11,302,313.00
9263,26/01/2012,1,1,1,20,0,4,1,2,0.4,0.4091,0.82,0.1343,8,216,224.00
9264,26/01/2012,1,1,1,21,0,4,1,2,0.4,0.4091,0.76,0.1045,8,184,192.00
9265,26/01/2012,1,1,1,22,0,4,1,1,0.38,0.3939,0.82,0.1045,3,139,142.00
9266,26/01/2012,1,1,1,23,0,4,1,2,0.4,0.4091,0.82,0,5,86,91.00
9267,27/01/2012,1,1,1,0,0,5,1,2,0.4,0.4091,0.82,0.2537,6,32,38.00
9268,27/01/2012,1,1,1,1,0,5,1,2,0.4,0.4091,0.87,0.2239,6,23,29.00
9269,27/01/2012,1,1,1,2,0,5,1,1,0.42,0.4242,0.94,0.1343,2,11,13.00
9270,27/01/2012,1,1,1,3,0,5,1,2,0.42,0.4242,0.94,0.2836,3,5,8.00
9271,27/01/2012,1,1,1,4,0,5,1,2,0.4,0.4091,1,0.2985,1,3,4.00
9272,27/01/2012,1,1,1,5,0,5,1,2,0.42,0.4242,0.94,0.3284,0,24,24.00
9273,27/01/2012,1,1,1,6,0,5,1,2,0.42,0.4242,1,0.3284,0,72,72.00
9274,27/01/2012,1,1,1,7,0,5,1,2,0.42,0.4242,1,0.2985,6,128,134.00
9275,27/01/2012,1,1,1,8,0,5,1,3,0.5,0.4848,0.88,0.2836,14,206,220.00
9276,27/01/2012,1,1,1,9,0,5,1,3,0.5,0.4848,0.88,0.2836,6,101,107.00
9277,27/01/2012,1,1,1,10,0,5,1,3,0.48,0.4697,1,0.1642,9,117,126.00
9278,27/01/2012,1,1,1,11,0,5,1,2,0.48,0.4697,0.94,0.1343,10,95,105.00
9279,27/01/2012,1,1,1,12,0,5,1,2,0.5,0.4848,0.88,0.1642,25,155,180.00
9280,27/01/2012,1,1,1,13,0,5,1,1,0.5,0.4848,0.59,0.4627,26,175,201.00
9281,27/01/2012,1,1,1,14,0,5,1,1,0.5,0.4848,0.55,0.5522,23,153,176.00
9282,27/01/2012,1,1,1,15,0,5,1,1,0.48,0.4697,0.51,0.3284,27,170,197.00
9283,27/01/2012,1,1,1,16,0,5,1,1,0.44,0.4394,0.51,0.5522,26,241,267.00
9284,27/01/2012,1,1,1,17,0,5,1,1,0.42,0.4242,0.5,0.5821,16,406,422.00
9285,27/01/2012,1,1,1,18,0,5,1,1,0.4,0.4091,0.5,0.4925,20,363,383.00
9286,27/01/2012,1,1,1,19,0,5,1,1,0.36,0.3333,0.5,0.3881,10,241,251.00
9287,27/01/2012,1,1,1,20,0,5,1,1,0.34,0.303,0.53,0.3582,6,153,159.00
9288,27/01/2012,1,1,1,21,0,5,1,1,0.34,0.2879,0.53,0.5224,8,127,135.00
9289,27/01/2012,1,1,1,22,0,5,1,1,0.34,0.303,0.49,0.3881,11,108,119.00
9290,27/01/2012,1,1,1,23,0,5,1,1,0.32,0.2879,0.49,0.4179,8,78,86.00
9291,28/01/2012,1,1,1,0,0,6,0,1,0.3,0.2879,0.52,0.2836,1,68,69.00
9292,28/01/2012,1,1,1,1,0,6,0,1,0.3,0.303,0.52,0.1642,1,57,58.00
9293,28/01/2012,1,1,1,2,0,6,0,1,0.26,0.303,0.6,0,3,38,41.00
9294,28/01/2012,1,1,1,3,0,6,0,1,0.26,0.2879,0.6,0.0896,1,16,17.00
9295,28/01/2012,1,1,1,4,0,6,0,1,0.26,0.2576,0.6,0.1642,0,8,8.00
9296,28/01/2012,1,1,1,5,0,6,0,1,0.24,0.2576,0.75,0.0896,0,10,10.00
9297,28/01/2012,1,1,1,6,0,6,0,1,0.24,0.2879,0.7,0,3,12,15.00
9298,28/01/2012,1,1,1,7,0,6,0,1,0.22,0.2727,0.75,0,3,28,31.00
9299,28/01/2012,1,1,1,8,0,6,0,1,0.2,0.2273,0.8,0.0896,9,82,91.00
9300,28/01/2012,1,1,1,9,0,6,0,1,0.22,0.2727,0.8,0,13,145,158.00
9301,28/01/2012,1,1,1,10,0,6,0,1,0.26,0.2727,0.7,0.1343,27,164,191.00
9302,28/01/2012,1,1,1,11,0,6,0,1,0.3,0.303,0.56,0.1343,55,241,296.00
9303,28/01/2012,1,1,1,12,0,6,0,1,0.3,0.2879,0.61,0.2836,70,244,314.00
9304,28/01/2012,1,1,1,13,0,6,0,1,0.34,0.3182,0.57,0.2537,80,293,373.00
9305,28/01/2012,1,1,1,14,0,6,0,1,0.38,0.3939,0.5,0.3881,123,239,362.00
9306,28/01/2012,1,1,1,15,0,6,0,1,0.4,0.4091,0.47,0.3284,90,320,410.00
9307,28/01/2012,1,1,1,16,0,6,0,1,0.42,0.4242,0.44,0.3582,131,276,407.00
9308,28/01/2012,1,1,1,17,0,6,0,1,0.42,0.4242,0.44,0.3881,57,233,290.00
9309,28/01/2012,1,1,1,18,0,6,0,1,0.42,0.4242,0.41,0.2239,40,201,241.00
9310,28/01/2012,1,1,1,19,0,6,0,2,0.42,0.4242,0.41,0.5522,33,173,206.00
9311,28/01/2012,1,1,1,20,0,6,0,1,0.4,0.4091,0.35,0.3881,5,115,120.00
9312,28/01/2012,1,1,1,21,0,6,0,1,0.36,0.3333,0.29,0.3582,18,109,127.00
9313,28/01/2012,1,1,1,22,0,6,0,1,0.34,0.3333,0.34,0.194,6,97,103.00
9314,28/01/2012,1,1,1,23,0,6,0,1,0.32,0.3182,0.31,0.194,6,79,85.00
9315,29/01/2012,1,1,1,0,0,0,0,1,0.3,0.2879,0.33,0.2239,15,81,96.00
9316,29/01/2012,1,1,1,1,0,0,0,1,0.3,0.2727,0.28,0.3582,5,68,73.00
9317,29/01/2012,1,1,1,2,0,0,0,1,0.28,0.2576,0.26,0.3284,3,48,51.00
9318,29/01/2012,1,1,1,3,0,0,0,1,0.26,0.2576,0.28,0.194,4,17,21.00
9319,29/01/2012,1,1,1,4,0,0,0,1,0.24,0.2576,0.3,0,0,5,5.00
9320,29/01/2012,1,1,1,5,0,0,0,1,0.2,0.2121,0.51,0.1343,1,6,7.00
9321,29/01/2012,1,1,1,6,0,0,0,1,0.2,0.2273,0.4,0.1045,1,4,5.00
9322,29/01/2012,1,1,1,7,0,0,0,1,0.2,0.2121,0.37,0.1343,0,12,12.00
9323,29/01/2012,1,1,1,8,0,0,0,1,0.18,0.197,0.4,0.1343,9,61,70.00
9324,29/01/2012,1,1,1,9,0,0,0,1,0.18,0.197,0.43,0.1343,13,98,111.00
9325,29/01/2012,1,1,1,10,0,0,0,1,0.24,0.2424,0.35,0.1343,38,153,191.00
9326,29/01/2012,1,1,1,11,0,0,0,1,0.28,0.2727,0.28,0.2239,57,198,255.00
9327,29/01/2012,1,1,1,12,0,0,0,1,0.32,0.303,0.26,0.2239,73,215,288.00
9328,29/01/2012,1,1,1,13,0,0,0,1,0.32,0.303,0.26,0.2239,78,238,316.00
9329,29/01/2012,1,1,1,14,0,0,0,1,0.32,0.303,0.26,0.2537,51,229,280.00
9330,29/01/2012,1,1,1,15,0,0,0,1,0.36,0.3333,0.25,0.2836,68,242,310.00
9331,29/01/2012,1,1,1,16,0,0,0,1,0.36,0.3333,0.21,0.4179,54,268,322.00
9332,29/01/2012,1,1,1,17,0,0,0,1,0.36,0.3333,0.21,0.4179,33,201,234.00
9333,29/01/2012,1,1,1,18,0,0,0,1,0.34,0.303,0.23,0.3582,17,151,168.00
9334,29/01/2012,1,1,1,19,0,0,0,1,0.32,0.303,0.29,0.2537,14,145,159.00
9335,29/01/2012,1,1,1,20,0,0,0,1,0.3,0.2879,0.39,0.2239,13,98,111.00
9336,29/01/2012,1,1,1,21,0,0,0,1,0.3,0.2879,0.33,0.2836,0,69,69.00
9337,29/01/2012,1,1,1,22,0,0,0,1,0.32,0.2879,0.26,0.3881,7,57,64.00
9338,29/01/2012,1,1,1,23,0,0,0,1,0.3,0.2727,0.33,0.3284,4,21,25.00
9339,30/01/2012,1,1,1,0,0,1,1,2,0.32,0.2879,0.26,0.4179,0,10,10.00
9340,30/01/2012,1,1,1,1,0,1,1,1,0.26,0.2273,0.6,0.3582,0,9,9.00
9341,30/01/2012,1,1,1,2,0,1,1,1,0.24,0.2121,0.48,0.3582,1,6,7.00
9342,30/01/2012,1,1,1,3,0,1,1,1,0.24,0.2273,0.48,0.194,0,4,4.00
9343,30/01/2012,1,1,1,4,0,1,1,1,0.2,0.2121,0.51,0.1343,0,5,5.00
9344,30/01/2012,1,1,1,5,0,1,1,1,0.2,0.2121,0.51,0.1343,0,26,26.00
9345,30/01/2012,1,1,1,6,0,1,1,1,0.22,0.2121,0.44,0.2537,0,80,80.00
9346,30/01/2012,1,1,1,7,0,1,1,1,0.22,0.2121,0.44,0.2836,4,221,225.00
9347,30/01/2012,1,1,1,8,0,1,1,1,0.2,0.197,0.47,0.2239,12,481,493.00
9348,30/01/2012,1,1,1,9,0,1,1,1,0.2,0.197,0.47,0.2239,5,193,198.00
9349,30/01/2012,1,1,1,10,0,1,1,1,0.22,0.2121,0.41,0.2836,3,82,85.00
9350,30/01/2012,1,1,1,11,0,1,1,1,0.26,0.2576,0.38,0,6,93,99.00
9351,30/01/2012,1,1,1,12,0,1,1,1,0.26,0.2273,0.35,0.3881,5,129,134.00
9352,30/01/2012,1,1,1,13,0,1,1,1,0.3,0.2879,0.31,0.194,15,117,132.00
9353,30/01/2012,1,1,1,14,0,1,1,1,0.32,0.3333,0.24,0.1343,15,100,115.00
9354,30/01/2012,1,1,1,15,0,1,1,1,0.32,0.3182,0.24,0.194,7,131,138.00
9355,30/01/2012,1,1,1,16,0,1,1,1,0.34,0.3333,0.25,0.194,11,210,221.00
